number	title	pageid	namespace	length	touched
38492	Intel_HD_Graphics	6963638		31807	20230908124352
38493	Gypsyhook_EP	6964579		2738	20220327083326
38494	Euphoria_(Lied)	6964669		6303	20230628182556
38495	Konrad-Zuse-Medaille_für_Verdienste_um_die_Informatik_im_Bauwesen	6964830		4895	20220709064819
38496	Dubstep-Song	6964963	Category	120	20200610102556
38497	Neo-Geo-Spiel	6965000	Category	278	20211130092836
38498	Album_(Dubstep)	6965013	Category	195	20200610102527
38499	Disklabel	6965076		5493	20210509165221
38500	MicroVAX_78032	6965505		2841	20201129151922
38501	Col_Needham	6965937		2311	20221126141649
38502	Antje_Krause_(Informatikerin)	6965980		3686	20221020071228
38503	Kraftwerk_2	6966028		2452	20230101201547
38504	Vytautas_Grubliauskas	6966392		2187	20191226210425
38505	Katsuya_Eguchi	6966644		6266	20220818203147
38506	System_Link	6966795		15686	20220816123213
38507	Bass_Cannon	6966796		2299	20180131084324
38508	Melissa_(Computervirus)	6967124		12970	20221121160439
38509	Dauerstrichradar	6967478		92742	20230323172706
38510	Morandi_(Band)	6967717		2270	20200823095617
38511	Flame_(Computerwurm)	6967944		8617	20211102154609
38512	Klez_(Computerwurm)	6968027		2428	20211029151431
38513	Rudimental	6968052		14821	20230726063929
38514	Bundestechnologiezentrum_für_Elektro-_und_Informationstechnik	6968220		3912	20230414103255
38515	Ichhabnichtangezeigt	6968458		8375	20220625160736
38516	HTC_One_(Produktserie)	6968503		3149	20210708084855
38517	Night_Trap	6968530		9591	20230705204934
38518	Doctor_P	6968929		3238	20210729183257
38519	Original_Me	6968937		6801	20230702134330
38520	Microsoft_Office_Picture_Manager	6969045		3428	20230424092858
38521	Nokia_Lumia_710	6969106		125	20211229155307
38522	Evacuate_the_Dancefloor	6969291		3836	20230701213352
38523	Neuer_Leuchtturm_Wangerooge	6969548		5561	20230909162717
38524	Forge_of_Empires	6969638		21928	20230502225714
38525	Botball	6969918		10831	20230810054816
38526	Canorus	6970167		3656	20220614082805
38527	Startrampe.net	6970276		5399	20190515170233
38528	Aufklärungsschiff	6970532	Category	349	20160731141843
38529	VennMaker	6970658		24084	20210821094434
38530	Arthur_Whitney	6970728		2885	20230226144828
38531	Archäologische_Berichte	6970787		3104	20230410171431
38532	Soulsavers	6971094		3577	20230213154409
38533	X32_(ABI)	6971252		6182	20230420161907
38534	Vette!	6971318		2777	20230515061341
38535	The_Art_of_Video_Games	6971353		43387	20230908115757
38536	Stefan_Obermaier	6971494		6278	20220420075130
38537	Superbad_(Lied)	6972435		2593	20161213212615
38538	F-Droid	6973935		9522	20230819214726
38539	Rakuten	6974743		11287	20230819193048
38540	Perfect_Day_(Album)	6974891		7939	20230702140359
38541	Balaton_Sound	6974979		6651	20220217140650
38542	Microsoft_Windows_RT	6974986		13164	20230110193952
38543	IEEE_802.1aq	6975161		3410	20230623072035
38544	Persona_3	6975408		4901	20230731222245
38545	Zenith_Z-171	6975645		1931	20230627203031
38546	Nano-SIM	6976447		99	20190313134325
38547	AMD_Piledriver	6977077		78	20160801192125
38548	Everytime_We_Touch_(Album)	6977691		6592	20230213213822
38549	The_Last_Story	6977709		1994	20210303172950
38550	Frank_Herrmann_(Politiker)	6978105		3315	20230417054409
38551	Pyromania_(Lied)	6978218		3419	20190813222359
38552	The_Way_We_Are_(Lied)	6978332		3448	20180426110408
38553	Evacuate_the_Dancefloor_(Lied)	6979307		7613	20230807193843
38554	Bitly	6979424		7005	20230702080926
38555	Guenstiger.de	6979498		6391	20210111154330
38556	OpenOLAT	6979760		33127	20230907070846
38557	What_Hurts_the_Most	6979843		4207	20230901205342
38558	Sender_Holzminden	6979879		7389	20230710044548
38559	Lp_(Unix)	6980043		4102	20210514234541
38560	Zëri_i_Popullit	6980417		5586	20230225091407
38561	Dreamcatcher_Interactive	6980468		6615	20230801225721
38562	IFrame_(Videoformat)	6980741		3049	20180906185552
38563	Inview_Technology	6980961		2773	20230127150605
38564	Everytime_We_Touch_(Lied)	6981626		12060	20230302112946
38565	Ökobilanzdatenbank	6981766		10199	20230807140900
38566	Tacabro	6981790		7231	20230302112921
38567	Back_on_the_Dancefloor	6982140		6067	20230701212319
38568	Zeitdiskretes_Signal	6982270		2962	20221003110220
38569	Soldier_of_Fortune:_Payback	6982521		296	20220102111330
38570	RADNET_(Flugverkehr)	6982636		1755	20190508191725
38571	UT_Video	6982897		2497	20230910090821
38572	Nook_Simple_Touch	6983382		146	20220116151913
38573	Armin_B._Cremers	6983431		4674	20230611190816
38574	New_Super_Mario_Bros._U	6983665		16594	20230401102852
38575	Liste_der_Wii-U-Spiele	6983681		130534	20230909165817
38576	Sendeturm_in_den_Vereinigten_Staaten	6984196	Category	131	20131019130526
38577	Helmuth_Brandenburg	6984282		3688	20230405012915
38578	Statistische_Programmiersprache	6984444	Category	147	20150413193025
38579	Geodaten-Standard	6984609	Category	55	20120607064325
38580	Lichtmond	6984839		6067	20230314090544
38581	Guy_Kawasaki	6985002		2430	20220920101322
38582	Slimmy	6985320		3327	20200714143905
38583	Daniel_G._Bobrow	6985566		3357	20230412233410
38584	Clean_IT	6985603		20351	20230724130622
38585	Wii-U-Spiel	6985615	Category	162	20211129093943
38586	EOS_(Unternehmen)	6985687		51653	20230905203039
38587	Berthold_Horn	6985715		2605	20190731135356
38588	James_Slagle	6985776		1581	20180310223732
38589	HTC_One_V	6985792		3166	20200410145904
38590	Fritz!	6985798		1964	20230610195216
38591	HTC_One_S	6985820		4503	20201004130600
38592	HTC_One_X	6985821		6571	20200410142455
38593	Joel_Moses	6985827		3652	20220604172208
38594	Madison_Avenue_(Band)	6986511		3330	20230821183137
38595	Hurricane_Electric	6986666		3565	20220206151226
38596	AUV_Abyss	6986761		3972	20210501073211
38597	SlideShare	6986859		3627	20210521163154
38598	SocketCAN	6987764		5309	20220824151023
38599	Michael_Mind_Project	6988466		13921	20230627175342
38600	Game_of_Thrones_(Computerspiel,_2012)	6988616		23334	20230810100801
38601	Dishonored:_Die_Maske_des_Zorns	6988715		51065	20230910211949
38602	Vandalism	6988794		2108	20230628205109
38603	Shigenori_Soejima	6989154		6209	20220806170519
38604	Fast_Company_(Magazin)	6989413		1959	20211213075850
38605	Game_Art	6989565		9332	20220624215330
38606	Medical_IT	6989614		1830	20230719054115
38607	Canon_EOS_650D	6989697		5987	20230324234609
38608	Welcome_to_the_Club	6990021		6984	20220707173547
38609	Cost_per_Action	6990025		2081	20220728093147
38610	Filterblase	6990290		40150	20230628050239
38611	Arditi_(Musikprojekt)	6990382		9218	20230830131128
38612	DCI_Database_for_Commerce_and_Industry	6991215		2934	20230716072420
38613	Der_längste_Kita-Tag	6991468		8523	20220205084140
38614	Gruppenumschaltung	6992385		5559	20220503074515
38615	T2_(Tastaturbelegung)	6992443		22176	20230322223312
38616	T1_(Tastaturbelegung)	6992448		89	20131206075633
38617	T3_(Tastaturbelegung)	6992455		73	20190906093100
38618	ERikm	6993574		6669	20230809113311
38619	Sender_Friedelsheim	6994009		3469	20190201222845
38620	EasySCP	6994435		3106	20230728163846
38621	IEEE_1355	6994819		1736	20210206114428
38622	YAKINDU_Statechart_Tools	6995350		15443	20230910100428
38623	Sockel_FM2	6995539		2295	20210703110842
38624	Jellyvision	6996293		3936	20230825203008
38625	Der_Delfin_–_Die_Geschichte_eines_Träumers	6996685		5366	20230910162802
38626	OBSAI	6997100		2170	20201022115617
38627	Benaloh-Kryptosystem	6997232		6354	20210529143209
38628	Install,_Move,_Add,_Change	6997266		2344	20190419000154
38629	Seymour_Ginsburg	6997317		1546	20190601210559
38630	Hiren’s_BootCD	6997390		4192	20211210193530
38631	BlueSpice_MediaWiki	6997629		14458	20230816230648
38632	.cw	6997776		3538	20220121114639
38633	.sx	6997805		2163	20220228164507
38634	PsychOpen	6997941		2536	20230910103715
38635	Sender_Buchen	6997950		6736	20220514163629
38636	Chip_(Datenübertragung)	6998054		3655	20220209195211
38637	.भारत	6998721		158	20201228220521
38638	.بھارت	6998723		158	20131105150256
38639	.ભારત	6998724		158	20201228220513
38640	.భారత్	6998725		158	20201228220713
38641	.ভারত	6998726		158	20201228220514
38642	.இந்தியா	6998727		158	20201228221355
38643	.ਭਾਰਤ	6998728		158	20201228220519
38644	Avira	6999124		12716	20230227114420
38645	Goldwasser-Micali-Kryptosystem	6999323		4396	20221026220008
38646	Schoeller_Münzhandel	6999349		8727	20230107114345
38647	RobinBook.ch	6999820		135	20170812115333
38648	Pax_Imperia:_Die_Sternenkolonie	6999866		4792	20230325180212
38649	Conquest_of_the_New_World	7000108		7913	20230730015702
38650	Lords_of_the_Realm_II	7000200		8448	20230317201403
38651	Tadao_Kasami	7000226		2724	20230513045249
38652	Thiazi.net	7000403		25592	20230616131845
38653	Lucas_Ordoñez	7000563		13782	20230627094522
38654	Sender_Breitsol	7001492		358	20210314135730
38655	Fernmeldeturm_Weiden	7001636		4354	20230516211205
38656	Fernmeldeturm_Haidel	7001682		371	20190528054923
38657	Windows-Fotoanzeige	7001718		3332	20230910150026
38658	Die_wahre_Religion	7001756		2489	20211211203205
38659	Sender_Herzogstand	7001775		7885	20230710231329
38660	Sender_Pfronten	7002081		231	20210212072251
38661	Sender_Neumarkt/Wolfstein	7002204		234	20190615065549
38662	Iron_Front:_Liberation_1944	7002989		6384	20220809163218
38663	MATE_Desktop_Environment	7003085		8505	20230206000552
38664	TraXEx	7004013		4104	20210227144857
38665	Koei	7004062		7518	20230806133622
38666	Fernmeldeturm_Höllberg	7004078		411	20210929164555
38667	Funkmast_Kleiner_Feldberg	7004091		227	20201017180559
38668	Sender_Weißkirchen	7004096		411	20210217193329
38669	Fernmeldeturm_Hohes_Lohr	7004114		450	20210213112858
38670	Sender_Stoppelberg	7004117		332	20210217193712
38671	You_Want_This	7004327		4445	20230218155902
38672	The_Pleasure_Principle	7004494		3828	20230523210354
38673	Prüfreferenz_(Informatik)	7004645		1133	20230407122243
38674	Inferenzbaum	7004838		5837	20220105183513
38675	Exformation	7004896		4075	20210216205043
38676	SXePhil	7005061		58	20160117180148
38677	Ze_Frank	7005164		9177	20221005075043
38678	Nicolas_Jaar	7005284		7043	20220618050707
38679	Inazuma_Eleven	7005376		14595	20230607031543
38680	Digitale_Gesellschaft_(Deutschland)	7005473		12189	20230609054844
38681	Ghost_Recon_2	7005904		302	20211227221022
38682	Software-Schule_Schweiz	7006678		4597	20230606192333
38683	Dugs_Sondereinsatz	7006860		3479	20210812004426
38684	Streetspotr	7007076		2831	20230328095954
38685	H.265	7007461		77	20160720094122
38686	Google_Native_Client	7008534		1736	20230728081509
38687	The_Chinese_Room	7008672		5922	20230802081121
38688	Microsoft_Surface	7008732		75850	20230727110834
38689	Do_Not_Track_(Software)	7009201		16204	20230409092053
38690	Sammlung_Manskopf	7009648		4459	20180921132632
38691	Volunteered_geographic_information	7010065		35875	20230611095525
38692	Denis_Dufour	7010077		2267	20230413155957
38693	Café_0_~The_Drowned_Mermaid~	7010261		6367	20220718155137
38694	Smosh	7010662		23014	20230816210705
38695	Bert_Silving	7010689		10470	20230413154820
38696	Mesonic	7011724		5253	20230704100033
38697	CinemaDNG	7011773		2651	20230721224405
38698	Optimal_Asymmetric_Encryption_Padding	7012378		8030	20230629154955
38699	Roseverte	7012552		8790	20221204171614
38700	YouTube-Kanal	7012606		108	20200819130257
38701	Debtocracy	7013115		2214	20220427193933
38702	100%_No_Modern_Talking	7013553		6029	20210528162052
38703	Bim4you	7013705		4309	20230529183706
38704	Embracer_Group	7013778		69267	20230904084034
38705	UniSoft	7013853		893	20171211100018
38706	Multi-Agenten-Ressourcen-Allokation	7014084		7085	20200308150322
38707	Geograph_(Projekt)	7014187		6353	20230219091552
38708	Sender_Kirschfurt	7014308		5065	20220414164947
38709	Mysto_&_Pizzi	7014437		4896	20230624165022
38710	BRAVIA	7014547		4653	20221003160409
38711	Take_On_Helicopters	7016076		4258	20210330131102
38712	Arma_3	7016211		36103	20230809161616
38713	HTML+TIME	7016259		1445	20150811102434
38714	Rage_Valley	7016604		8082	20221231011539
38715	Sendemast_Torfhaus	7016745		440	20170517182842
38716	Richtfunkturm_Torfhaus	7016746		463	20180914111735
38717	Codename:_Eagle	7017053		2087	20220417210357
38718	DayZ_(Mod)	7017690		8436	20221015112711
38719	Intel_8216	7017974		1525	20211204143430
38720	Intel_8226	7017977		1591	20211205210358
38721	Fernmeldeturm_Tecklenburg	7017980		348	20170430155321
38722	Robert_Henke	7018259		5968	20230314135131
38723	La_Bionda	7018367		8286	20230902191954
38724	Sender_Großer_Ölberg	7018493		354	20210314135851
38725	WINLine	7018778		4985	20230214193204
38726	SGI_Octane	7018829		11186	20220629195702
38727	SGI_Indigo	7019018		2670	20211212185913
38728	Steffen_Staab	7019231		5553	20230309211341
38729	Panzer_Elite	7019407		3642	20210221205853
38730	IBM_Sequoia	7019808		4239	20230827044950
38731	Intel_8257	7019824		1396	20211102153628
38732	Sven_Stückelschweiger	7020073		3893	20230620195039
38733	Ansprechen_(Elektromechanik)	7020087		739	20181224124056
38734	Sendeturm_in_Berlin	7020123	Category	352	20190130211608
38735	Dirk_Schatz_(Politiker,_1978)	7020159		4747	20230810092059
38736	Oliver_Bayer	7020269		3181	20200619144131
38737	Daniel_Düngel	7020299		6087	20230817082712
38738	Digital_Spy	7020383		6413	20221024081659
38739	Fernmeldeturm_Kahlheid	7020499		3504	20201224161635
38740	Color_40	7021093		1395	20210812015418
38741	Interface-Segregation-Prinzip	7021192		5216	20211117163959
38742	CEREC	7021249		8388	20230426140712
38743	AutomotiveIT	7021258		8270	20230311234642
38744	Sendemast_Salzkopf	7021506		301	20120626160908
38745	Sendemast_Schanzerkopf	7021521		336	20120626161800
38746	Funkturm_Totenstein	7021543		326	20230119214036
38747	Live_My_Life	7021585		6926	20221203102016
38748	Sender_Schafberg	7021606		384	20190201213421
38749	Intel_8212	7021636		1266	20211104153232
38750	Intel_8279	7021694		1250	20220110194422
38751	Shogun:_Total_War	7021770		7854	20230910202650
38752	Intel_8251	7021833		1438	20211203204924
38753	Sender_Großer_Kalmberg	7021929		578	20220808112232
38754	Medieval:_Total_War	7021944		8355	20230829210208
38755	Yammer	7021974		3146	20230531062533
38756	Sender_Petersberg	7022045		263	20190201214523
38757	Rome:_Total_War	7022064		31631	20230418212736
38758	Medieval_2:_Total_War	7022087		26996	20230905064701
38759	Empire:_Total_War	7022096		74940	20230421233813
38760	Dynamic_Device_Mapping	7022105		1013	20211211150952
38761	Napoleon:_Total_War	7022112		50234	20230606154339
38762	Internetsoziologie	7022123		17409	20230909144728
38763	Total_War:_Shogun_2	7022139		23019	20230714102351
38764	Sender_Wartenberg	7022226		353	20190201220851
38765	Sender_Berlin-Stallupöner_Allee	7022229		4771	20230315173922
38766	Asset-Management-System-Software	7022324		3402	20211016213641
38767	FIPS_201	7022497		1624	20210211060057
38768	Deeper_and_Deeper	7022550		2199	20220404133811
38769	Tube_(Schriftsteller)	7022613		6116	20230124093959
38770	Tanz_mit_Laibach	7022699		7081	20221219045458
38771	Aakash	7022821		4643	20221125134152
38772	Zagat_Survey	7023064		5065	20210527192629
38773	Nexus_7_(2012)	7023502		11094	20230807102530
38774	Sender_Lorch_(Rheingau)	7023618		4036	20200405084517
38775	Blackwell_(Computerspielreihe)	7023659		23594	20230803190110
38776	Digitaler_Grabstein	7023791		3395	20221117113831
38777	Post-Disco	7024268		1188	20220508153945
38778	Wild_Ones_(Lied)	7024572		2844	20230426063433
38779	Microsoft_Windows_Phone_8	7025419		34567	20221221125855
38780	Microsoft_Write	7025514		3243	20211107223649
38781	Dov_Gabbay	7026384		3033	20230714163735
38782	.yu	7026721		1144	20221116190548
38783	SVG-Arbeitsgruppe	7027347		2466	20190425184953
38784	Das_Laufenberg_NETzine	7027365		2603	20211107072902
38785	Ride-free.de	7027598		3949	20210303183702
38786	Ryan_C._Gordon	7027648		13061	20230811180716
38787	Samsung_Galaxy_Tab_2_10.1	7027818		5672	20220511151405
38788	Dynamischer_Schriftanzeiger	7027923		10667	20230723124102
38789	Sven_Sladek	7028354		4763	20200508161748
38790	Taschenrechner_von_HP_Inc.	7028555	Category	73	20221203105420
38791	Taschenrechner_von_Sharp	7028562	Category	70	20130201001212
38792	Taschenrechner_nach_Hersteller	7028571	Category	104	20150309110811
38793	Betriebssystem_von_Apple	7028592	Category	162	20160906082939
38794	Algimantas_Kurlavičius	7028858		1764	20220508183459
38795	Pacific_Strike	7028863		6237	20230701154023
38796	Hardware_von_Apple	7029094	Category	64	20150307144440
38797	Deep_Silver_Volition	7029098		12153	20230902123845
38798	Computer_von_Apple	7029116	Category	77	20150302170508
38799	Intel_8237	7029169		4317	20230629223242
38800	Person_(Google)	7029205	Category	65	20120818132926
38801	Apple_A5X	7029522		102	20201011192407
38802	Duplicity_(Software)	7029619		6744	20221225145308
38803	Sea_You_Festival	7029773		18010	20230711081702
38804	Acid_Breaks	7029880		1893	20220711120610
38805	Lovelace_Medal	7029950		2467	20211125121148
38806	Susanne_Blech	7029964		12072	20230802085953
38807	Anita_Sarkeesian	7031169		34613	20221225165417
38808	Piratenpartei_Österreichs	7031823		24099	20221228153520
38809	USB-Netzteil	7032209		143	20201120083623
38810	Twitter_Inc.	7032266		41061	20230827192557
38811	George_Alistair_Sanger	7032325		14287	20230510120740
38812	Mint.com	7032688		1126	20230811180809
38813	Mobile_Webseite	7033034		4294	20230224231555
38814	Nikon_D3200	7033125		7023	20201106152110
38815	AT_Internet	7033283		11725	20230622210422
38816	Irfan_Škiljan	7033460		5026	20230905050633
38817	Synchroner_Schaltkreis	7033500		3099	20230312182653
38818	Parallel_Linear_Algebra_for_Scalable_Multi-core_Architectures	7033545		3545	20230420210524
38819	Momentum_Quarterly	7033753		3037	20210829122231
38820	Google_Map_Maker	7033915		5687	20230514192953
38821	AQuantive	7034447		4031	20210710150045
38822	Reactome	7034522		1516	20210730190943
38823	Andreas_Größler	7034566		3217	20200420094114
38824	Heterogeneous_System_Architecture	7034656		11274	20221115004251
38825	Hilmar_W._Duerbeck	7034919		5322	20230413154151
38826	Sender_Nagoldtal	7035154		3286	20220415121251
38827	Intel_8224	7035205		784	20210708194359
